makerCode,makerName,modelCode,modelName,modelDetailCode,modelDetailName,modelDetailYearLabel,gradeCode,gradeName,gradeYearLabel,gradeDetailCode,gradeDetailName,gradeDetailYearLabel,leafLevel,cnt
"A2","기아","B42","레이","C233","레이","(11 ~ 17년)","C233D88888","등급없음","","C233D88888E99999","세부등급없음","","level5","2"
"A2","기아","B54","스포티지","C936","더 뉴스포티지R","(13 ~ 15년)","D10188","디젤 R2.0 2WD","","E24544","에이스","","level5","1"
"A2","기아","B37","K3","C938","K3 쿱","(13 ~ 16년)","D10192","1.6 터보 GDI","","E23073","노블레스","","level5","1"
"A2","기아","B57","쏘울","C1014","쏘울 EV","(14 ~ 18년)","D10412","EV 5인승","","E36025","경제형","","level5","1"
"A2","기아","B64","카니발","C1029","올 뉴카니발","(14 ~ 18년)","D10622","11인승 디젤","","E23788","럭셔리","","level5","4"
"A2","기아","B64","카니발","C1029","올 뉴카니발","(14 ~ 18년)","D10622","11인승 디젤","","E23789","프레스티지","","level5","3"
"A2","기아","B64","카니발","C1029","올 뉴카니발","(14 ~ 18년)","D10623","9인승 디젤","","E23793","노블레스","","level5","15"
"A2","기아","B64","카니발","C1029","올 뉴카니발","(14 ~ 18년)","D10623","9인승 디젤","","E35671","노블레스 스페셜","","level5","2"
"A2","기아","B64","카니발","C1029","올 뉴카니발","(14 ~ 18년)","D10623","9인승 디젤","","E23791","럭셔리","","level5","12"
"A2","기아","B64","카니발","C1029","올 뉴카니발","(14 ~ 18년)","D10623","9인승 디젤","","E23792","프레스티지","","level5","11"
"A2","기아","B64","카니발","C1029","올 뉴카니발","(14 ~ 18년)","D10624","하이리무진 디젤","","E23795","11인 프레스티지","","level5","1"
"A2","기아","B64","카니발","C1029","올 뉴카니발","(14 ~ 18년)","D10624","하이리무진 디젤","","E23797","9인 프레스티지","","level5","3"
"A2","기아","B56","쏘렌토","C1031","올 뉴쏘렌토","(14 ~ 17년)","D10631","R2.0 2WD","","E23808","노블레스","","level5","6"
"A2","기아","B56","쏘렌토","C1031","올 뉴쏘렌토","(14 ~ 17년)","D10631","R2.0 2WD","","E23809","노블레스 스페셜","","level5","5"
"A2","기아","B56","쏘렌토","C1031","올 뉴쏘렌토","(14 ~ 17년)","D10631","R2.0 2WD","","E23807","프레스티지","","level5","11"
"A2","기아","B56","쏘렌토","C1031","올 뉴쏘렌토","(14 ~ 17년)","D10632","R2.0 4WD","","E23811","노블레스","","level5","1"
"A2","기아","B56","쏘렌토","C1031","올 뉴쏘렌토","(14 ~ 17년)","D10632","R2.0 4WD","","E23810","프레스티지","","level5","2"
"A2","기아","B56","쏘렌토","C1031","올 뉴쏘렌토","(14 ~ 17년)","D10633","R2.2 2WD","","E23815","노블레스","","level5","1"
"A2","기아","B56","쏘렌토","C1031","올 뉴쏘렌토","(14 ~ 17년)","D10633","R2.2 2WD","","E23816","노블레스 스페셜","","level5","2"
"A2","기아","B56","쏘렌토","C1031","올 뉴쏘렌토","(14 ~ 17년)","D10633","R2.2 2WD","","E23814","프레스티지","","level5","1"
"A2","기아","B56","쏘렌토","C1031","올 뉴쏘렌토","(14 ~ 17년)","D10634","R2.2 4WD","","E23819","노블레스 스페셜","","level5","4"
"A2","기아","B56","쏘렌토","C1031","올 뉴쏘렌토","(14 ~ 17년)","D10634","R2.2 4WD","","E23817","프레스티지","","level5","1"
"A2","기아","B40","K9","C1047","더 뉴K9(KH)","(14 ~ 18년)","D10873","3.3 GDI","","E24244","이그제큐티브","","level5","1"
"A2","기아","B40","K9","C1047","더 뉴K9(KH)","(14 ~ 18년)","D10873","3.3 GDI","","E24243","프레스티지","","level5","1"
"A2","기아","B40","K9","C1047","더 뉴K9(KH)","(14 ~ 18년)","D10874","3.8 GDI","","E24246","노블레스","","level5","1"
"A2","기아","B73","프라이드","C1050","더 뉴프라이드","(14 ~ 17년)","D10884","4도어 1.4 MPI","","E24259","스마트","","level5","1"
"A2","기아","B73","프라이드","C1050","더 뉴프라이드","(14 ~ 17년)","D10884","4도어 1.4 MPI","","E24261","트렌디","","level5","1"
"A2","기아","B73","프라이드","C1050","더 뉴프라이드","(14 ~ 17년)","D10887","5도어 1.6 GDI","","E24267","럭셔리","","level5","1"
"A2","기아","B46","모닝","C1053","더 뉴모닝","(15 ~ 17년)","D10911","밴","","E24316","고급형","","level5","1"
"A2","기아","B46","모닝","C1053","더 뉴모닝","(15 ~ 17년)","D10912","가솔린","","E24318","디럭스","","level5","4"
"A2","기아","B46","모닝","C1053","더 뉴모닝","(15 ~ 17년)","D10912","가솔린","","E24319","럭셔리","","level5","9"
"A2","기아","B46","모닝","C1053","더 뉴모닝","(15 ~ 17년)","D10914","바이퓨얼","","E24322","럭셔리","","level5","1"
"A2","기아","B64","카니발","C1029","올 뉴카니발","(14 ~ 18년)","D11009","7인승 리무진 디젤","","E24495","VIP","","level5","1"
"A2","기아","B64","카니발","C1029","올 뉴카니발","(14 ~ 18년)","D11009","7인승 리무진 디젤","","E24496","프레지던트","","level5","5"
"A2","기아","B64","카니발","C1029","올 뉴카니발","(14 ~ 18년)","D11010","7인승 리무진 가솔린","","E24497","프레지던트","","level5","3"
"A2","기아","B40","K9","C279","K9(KH)","(12 ~ 14년)","D1168","3.3 GDI","","E3707","RVIP","","level5","1"
"A2","기아","B40","K9","C279","K9(KH)","(12 ~ 14년)","D1168","3.3 GDI","","E21420","노블레스 스페셜","","level5","2"
"A2","기아","B40","K9","C279","K9(KH)","(12 ~ 14년)","D1168","3.3 GDI","","E21417","프레스티지","","level5","1"
"A2","기아","B40","K9","C279","K9(KH)","(12 ~ 14년)","D1169","3.8 GDI","","E4304","RVIP","","level5","1"
"A2","기아","B40","K9","C279","K9(KH)","(12 ~ 14년)","D1169","3.8 GDI","","E4303","VIP","","level5","1"
"A2","기아","B40","K9","C279","K9(KH)","(12 ~ 14년)","D1169","3.8 GDI","","E21422","프레스티지","","level5","1"
"A2","기아","B40","K9","C279","K9(KH)","(12 ~ 14년)","D1169","3.8 GDI","","E21423","프레스티지 스페셜","","level5","1"
"A2","기아","B56","쏘렌토","C290","뉴쏘렌토 R","(12 ~ 14년)","D1223","R2.0 2WD","","E3845","TLX","","level5","1"
"A2","기아","B56","쏘렌토","C290","뉴쏘렌토 R","(12 ~ 14년)","D1223","R2.0 2WD","","E21495","프레스티지","","level5","1"
"A2","기아","B56","쏘렌토","C290","뉴쏘렌토 R","(12 ~ 14년)","D1224","R2.0 4WD","","E21499","노블레스","","level5","1"
"A2","기아","B37","K3","C295","K3","(12 ~ 15년)","D1241","1.6 GDI","","E21541","노블레스","","level5","1"
"A2","기아","B37","K3","C295","K3","(12 ~ 15년)","D1241","1.6 GDI","","E21535","디럭스","","level5","1"
"A2","기아","B37","K3","C295","K3","(12 ~ 15년)","D1241","1.6 GDI","","E21536","럭셔리","","level5","5"
"A2","기아","B37","K3","C295","K3","(12 ~ 15년)","D1241","1.6 GDI","","E21538","트렌디","","level5","6"
"A2","기아","B37","K3","C295","K3","(12 ~ 15년)","D1241","1.6 GDI","","E21540","프레스티지","","level5","2"
"A2","기아","B38","K5","C1560","신형 K5","(15 ~ 18년)","D16930","2.0 가솔린","","E32589","노블레스 MX","","level5","1"
"A2","기아","B38","K5","C1560","신형 K5","(15 ~ 18년)","D16930","2.0 가솔린","","E32610","노블레스 스페셜 SX","","level5","1"
"A2","기아","B38","K5","C1560","신형 K5","(15 ~ 18년)","D16930","2.0 가솔린","","E32586","디럭스 MX","","level5","1"
"A2","기아","B38","K5","C1560","신형 K5","(15 ~ 18년)","D16930","2.0 가솔린","","E32587","럭셔리 MX","","level5","1"
"A2","기아","B38","K5","C1560","신형 K5","(15 ~ 18년)","D16930","2.0 가솔린","","E35188","시그니처 MX","","level5","1"
"A2","기아","B38","K5","C1560","신형 K5","(15 ~ 18년)","D16930","2.0 가솔린","","E32588","프레스티지 MX","","level5","5"
"A2","기아","B38","K5","C1560","신형 K5","(15 ~ 18년)","D16931","1.7 디젤","","E32594","노블레스 MX","","level5","1"
"A2","기아","B38","K5","C1560","신형 K5","(15 ~ 18년)","D16931","1.7 디젤","","E32592","럭셔리 MX","","level5","1"
"A2","기아","B38","K5","C1560","신형 K5","(15 ~ 18년)","D16931","1.7 디젤","","E32593","프레스티지 MX","","level5","2"
"A2","기아","B38","K5","C1560","신형 K5","(15 ~ 18년)","D16931","1.7 디젤","","E32613","프레스티지 SX","","level5","3"
"A2","기아","B38","K5","C1560","신형 K5","(15 ~ 18년)","D16932","2.0 LPI","","E32617","렌터카 노블레스 SX","","level5","1"
"A2","기아","B38","K5","C1560","신형 K5","(15 ~ 18년)","D16932","2.0 LPI","","E32615","렌터카 럭셔리 SX","","level5","1"
"A2","기아","B38","K5","C1560","신형 K5","(15 ~ 18년)","D16932","2.0 LPI","","E32616","렌터카 프레스티지 SX","","level5","1"
"A2","기아","B38","K5","C1560","신형 K5","(15 ~ 18년)","D16932","2.0 LPI","","E35197","택시 디럭스 MX","","level5","1"
"A2","기아","B46","모닝","C1053","더 뉴모닝","(15 ~ 17년)","D17030","스포츠","","E32986","런 하이","","level5","2"
"A2","기아","B64","카니발","C1029","올 뉴카니발","(14 ~ 18년)","D17032","하이리무진 가솔린","","E32990","7인승 프레지던트","","level5","1"
"A2","기아","B64","카니발","C1029","올 뉴카니발","(14 ~ 18년)","D17032","하이리무진 가솔린","","E33750","9인승 노블레스","","level5","1"
"A2","기아","B54","스포티지","C1574","신형 스포티지","(15 ~ 18년)","D17083","R2.0 2WD","","E33113","노블레스","","level5","3"
"A2","기아","B54","스포티지","C1574","신형 스포티지","(15 ~ 18년)","D17083","R2.0 2WD","","E33114","노블레스 스페셜","","level5","2"
"A2","기아","B54","스포티지","C1574","신형 스포티지","(15 ~ 18년)","D17083","R2.0 2WD","","E35718","노블레스 플러스","","level5","3"
"A2","기아","B54","스포티지","C1574","신형 스포티지","(15 ~ 18년)","D17083","R2.0 2WD","","E33111","트렌디","","level5","1"
"A2","기아","B54","스포티지","C1574","신형 스포티지","(15 ~ 18년)","D17083","R2.0 2WD","","E33112","프레스티지","","level5","6"
"A2","기아","B54","스포티지","C1574","신형 스포티지","(15 ~ 18년)","D17084","R2.0 4WD","","E33117","노블레스","","level5","1"
"A2","기아","B54","스포티지","C1574","신형 스포티지","(15 ~ 18년)","D17084","R2.0 4WD","","E33115","트렌디","","level5","1"
"A2","기아","B54","스포티지","C1574","신형 스포티지","(15 ~ 18년)","D17108","1.7 2WD","","E33184","노블레스","","level5","7"
"A2","기아","B37","K3","C1588","더 뉴K3","(15 ~ 18년)","D17136","1.6 GDI","","E33261","디럭스","","level5","3"
"A2","기아","B37","K3","C1588","더 뉴K3","(15 ~ 18년)","D17136","1.6 GDI","","E33262","트렌디","","level5","2"
"A2","기아","B37","K3","C1588","더 뉴K3","(15 ~ 18년)","D17136","1.6 GDI","","E33266","프레스티지","","level5","1"
"A2","기아","B37","K3","C1588","더 뉴K3","(15 ~ 18년)","D17137","1.6 디젤","","E33269","디럭스","","level5","1"
"A2","기아","B39","K7","C1598","올 뉴K7","(16 ~ 19년)","D17196","2.4 GDi","","E36793","노블레스","","level5","2"
"A2","기아","B39","K7","C1598","올 뉴K7","(16 ~ 19년)","D17196","2.4 GDi","","E35477","리미티드","","level5","8"
"A2","기아","B39","K7","C1598","올 뉴K7","(16 ~ 19년)","D17196","2.4 GDi","","E33400","프레스티지","","level5","8"
"A2","기아","B39","K7","C1598","올 뉴K7","(16 ~ 19년)","D17197","3.3 GDi","","E33401","노블레스","","level5","5"
"A2","기아","B39","K7","C1598","올 뉴K7","(16 ~ 19년)","D17197","3.3 GDi","","E35543","리미티드 플러스","","level5","1"
"A2","기아","B39","K7","C1598","올 뉴K7","(16 ~ 19년)","D17198","R2.2 디젤","","E35478","리미티드","","level5","1"
"A2","기아","B39","K7","C1598","올 뉴K7","(16 ~ 19년)","D17198","R2.2 디젤","","E40171","리미티드 에디션","","level5","1"
"A2","기아","B39","K7","C1598","올 뉴K7","(16 ~ 19년)","D17198","R2.2 디젤","","E33404","프레스티지","","level5","7"
"A2","기아","B39","K7","C1598","올 뉴K7","(16 ~ 19년)","D17199","3.0 LPI","","E37174","럭셔리","","level5","1"
"A2","기아","B39","K7","C1598","올 뉴K7","(16 ~ 19년)","D17199","3.0 LPI","","E33406","렌터카 럭셔리","","level5","5"
"A2","기아","B39","K7","C1598","올 뉴K7","(16 ~ 19년)","D17199","3.0 LPI","","E33405","렌터카 프레스티지","","level5","2"
"A2","기아","B39","K7","C1598","올 뉴K7","(16 ~ 19년)","D17199","3.0 LPI","","E39391","장애인 노블레스","","level5","1"
"A2","기아","B39","K7","C1598","올 뉴K7","(16 ~ 19년)","D17199","3.0 LPI","","E37175","프레스티지","","level5","1"
"A2","기아","B47","모하비","C1600","더 뉴모하비","(16 ~ 19년)","D17217","디젤 4WD","","E33471","VIP","","level5","1"
"A2","기아","B47","모하비","C1600","더 뉴모하비","(16 ~ 19년)","D17217","디젤 4WD","","E33472","프레지던트","","level5","11"
"A2","기아","B41","니로","C1647","니로","(16 ~ 19년)","D17275","1.6 하이브리드","","E33593","럭셔리","","level5","1"
"A2","기아","B41","니로","C1647","니로","(16 ~ 19년)","D17275","1.6 하이브리드","","E33594","프레스티지","","level5","6"
"A2","기아","B47","모하비","C1600","더 뉴모하비","(16 ~ 19년)","D17283","디젤 2WD","","E33609","노블레스","","level5","1"
"A2","기아","B57","쏘울","C2527","더 뉴쏘울","(16 ~ 19년)","D17515","1.6 가솔린","","E35223","프레스티지","","level5","1"
"A2","기아","B46","모닝","C2574","올 뉴모닝(JA)","(17 ~ 20년)","D17619","가솔린","","E35536","디럭스","","level5","2"
"A2","기아","B46","모닝","C2574","올 뉴모닝(JA)","(17 ~ 20년)","D17619","가솔린","","E35537","럭셔리","","level5","11"
"A2","기아","B46","모닝","C2574","올 뉴모닝(JA)","(17 ~ 20년)","D17619","가솔린","","E35939","트렌디","","level5","1"
"A2","기아","B46","모닝","C2574","올 뉴모닝(JA)","(17 ~ 20년)","D17619","가솔린","","E35538","프레스티지","","level5","4"
"A2","기아","B46","모닝","C2574","올 뉴모닝(JA)","(17 ~ 20년)","D17656","밴","","E35638","고급형","","level5","2"
"A2","기아","B46","모닝","C2574","올 뉴모닝(JA)","(17 ~ 20년)","D17684","LPi","","E35737","럭셔리","","level5","1"
"A2","기아","B1160","스팅어","C2597","스팅어","(17 ~ 20년)","D17692","2.0 터보","","E35769","프라임","","level5","2"
"A2","기아","B1160","스팅어","C2597","스팅어","(17 ~ 20년)","D17692","2.0 터보","","E35770","플래티넘","","level5","4"
"A2","기아","B1160","스팅어","C2597","스팅어","(17 ~ 20년)","D17693","2.0 터보 AWD","","E35772","플래티넘","","level5","4"
"A2","기아","B1160","스팅어","C2597","스팅어","(17 ~ 20년)","D17694","3.3 터보","","E35775","GT","","level5","1"
"A2","기아","B1160","스팅어","C2597","스팅어","(17 ~ 20년)","D17695","3.3 터보 AWD","","E35777","GT","","level5","3"
"A2","기아","B57","쏘울","C33","쏘울","(08 ~ 13년)","D177","1.6 GDI","","E18152","럭셔리","","level5","1"
"A2","기아","B57","쏘울","C33","쏘울","(08 ~ 13년)","D177","1.6 GDI","","E18153","럭셔리 에코플러스","","level5","1"
"A2","기아","B1168","스토닉","C2607","스토닉","(17 ~ 21년)","D17714","U2 1.6 디젤","","E35836","트렌디","","level5","1"
"A2","기아","B1168","스토닉","C2607","스토닉","(17 ~ 21년)","D17714","U2 1.6 디젤","","E35837","프레스티지","","level5","2"
"A2","기아","B56","쏘렌토","C2611","더 뉴쏘렌토","(17 ~ 20년)","D17733","디젤 R2.0 2WD","","E35883","노블레스","","level5","1"
"A2","기아","B56","쏘렌토","C2611","더 뉴쏘렌토","(17 ~ 20년)","D17733","디젤 R2.0 2WD","","E36405","마스터","","level5","1"
"A2","기아","B56","쏘렌토","C2611","더 뉴쏘렌토","(17 ~ 20년)","D17733","디젤 R2.0 2WD","","E35882","프레스티지","","level5","2"
"A2","기아","B56","쏘렌토","C2611","더 뉴쏘렌토","(17 ~ 20년)","D17734","디젤 R2.0 4WD","","E35887","노블레스","","level5","1"
"A2","기아","B56","쏘렌토","C2611","더 뉴쏘렌토","(17 ~ 20년)","D17734","디젤 R2.0 4WD","","E35886","프레스티지","","level5","2"
"A2","기아","B56","쏘렌토","C2611","더 뉴쏘렌토","(17 ~ 20년)","D17735","디젤 R2.2 2WD","","E35892","노블레스 스페셜","","level5","3"
"A2","기아","B56","쏘렌토","C2611","더 뉴쏘렌토","(17 ~ 20년)","D17735","디젤 R2.2 2WD","","E36407","마스터","","level5","1"
"A2","기아","B56","쏘렌토","C2611","더 뉴쏘렌토","(17 ~ 20년)","D17735","디젤 R2.2 2WD","","E35890","프레스티지","","level5","1"
"A2","기아","B56","쏘렌토","C2611","더 뉴쏘렌토","(17 ~ 20년)","D17735","디젤 R2.2 2WD","","E36236","프레스티지 No.1 에디션","","level5","1"
"A2","기아","B56","쏘렌토","C2611","더 뉴쏘렌토","(17 ~ 20년)","D17736","디젤 R2.2 4WD","","E35894","노블레스","","level5","1"
"A2","기아","B56","쏘렌토","C2611","더 뉴쏘렌토","(17 ~ 20년)","D17736","디젤 R2.2 4WD","","E35895","노블레스 스페셜","","level5","1"
"A2","기아","B56","쏘렌토","C2611","더 뉴쏘렌토","(17 ~ 20년)","D17737","가솔린 2.0 2WD","","E35896","노블레스","","level5","1"
"A2","기아","B56","쏘렌토","C2611","더 뉴쏘렌토","(17 ~ 20년)","D17738","가솔린 2.0  4WD","","E35899","노블레스","","level5","1"
"A2","기아","B56","쏘렌토","C2611","더 뉴쏘렌토","(17 ~ 20년)","D17738","가솔린 2.0  4WD","","E36902","마스터 스페셜","","level5","1"
"A2","기아","B1168","스토닉","C2607","스토닉","(17 ~ 21년)","D17794","1.4 가솔린","","E36074","트렌디","","level5","3"
"A2","기아","B1168","스토닉","C2607","스토닉","(17 ~ 21년)","D17794","1.4 가솔린","","E36075","프레스티지","","level5","3"
"A2","기아","B39","K7","C1598","올 뉴K7","(16 ~ 19년)","D17795","3.0 GDi","","E36077","리미티드","","level5","2"
"A2","기아","B39","K7","C1598","올 뉴K7","(16 ~ 19년)","D17795","3.0 GDi","","E36076","프레스티지","","level5","1"
"A2","기아","B42","레이","C2630","더 뉴레이","(17 ~ 22년)","D17797","1.0 가솔린","","E36079","디럭스","","level5","1"
"A2","기아","B42","레이","C2630","더 뉴레이","(17 ~ 22년)","D17797","1.0 가솔린","","E36081","럭셔리","","level5","5"
"A2","기아","B42","레이","C2630","더 뉴레이","(17 ~ 22년)","D17797","1.0 가솔린","","E39870","스탠다드","","level5","1"
"A2","기아","B42","레이","C2630","더 뉴레이","(17 ~ 22년)","D17797","1.0 가솔린","","E40712","시그니처","","level5","6"
"A2","기아","B42","레이","C2630","더 뉴레이","(17 ~ 22년)","D17797","1.0 가솔린","","E36080","트렌디","","level5","5"
"A2","기아","B42","레이","C2630","더 뉴레이","(17 ~ 22년)","D17797","1.0 가솔린","","E36082","프레스티지","","level5","15"
"A2","기아","B42","레이","C2630","더 뉴레이","(17 ~ 22년)","D17797","1.0 가솔린","","E42215","프레스티지 베스트셀렉션","","level5","2"
"A2","기아","B42","레이","C2630","더 뉴레이","(17 ~ 22년)","D17798","밴","","E36084","고급형","","level5","3"
"A2","기아","B42","레이","C2630","더 뉴레이","(17 ~ 22년)","D17798","밴","","E39871","스탠다드","","level5","1"
"A2","기아","B42","레이","C2630","더 뉴레이","(17 ~ 22년)","D17798","밴","","E45779","특판용","","level5","2"
"A2","기아","B42","레이","C2630","더 뉴레이","(17 ~ 22년)","D17798","밴","","E40713","프레스티지","","level5","3"
"A2","기아","B42","레이","C2630","더 뉴레이","(17 ~ 22년)","D17798","밴","","E40714","프레스티지 스페셜","","level5","9"
"A2","기아","B57","쏘울","C33","쏘울","(08 ~ 13년)","D178","1.6 CVVT","","E18162","4U 코스모","","level5","1"
"A2","기아","B38","K5","C2635","뉴 신형K5","(18 ~ 19년)","D17847","2.0 LPI","","E36194","렌터카 노블레스 스페셜","","level5","2"
"A2","기아","B38","K5","C2635","뉴 신형K5","(18 ~ 19년)","D17847","2.0 LPI","","E36196","렌터카 프레스티지","","level5","1"
"A2","기아","B38","K5","C2635","뉴 신형K5","(18 ~ 19년)","D17848","1.7 디젤","","E36190","프레스티지","","level5","1"
"A2","기아","B38","K5","C2635","뉴 신형K5","(18 ~ 19년)","D17849","1.6 터보","","E36192","노블레스","","level5","2"
"A2","기아","B38","K5","C2635","뉴 신형K5","(18 ~ 19년)","D17849","1.6 터보","","E36191","노블레스 스페셜","","level5","1"
"A2","기아","B38","K5","C2635","뉴 신형K5","(18 ~ 19년)","D17850","2.0 가솔린","","E36200","노블레스","","level5","3"
"A2","기아","B38","K5","C2635","뉴 신형K5","(18 ~ 19년)","D17850","2.0 가솔린","","E36202","럭셔리","","level5","2"
"A2","기아","B38","K5","C2635","뉴 신형K5","(18 ~ 19년)","D17850","2.0 가솔린","","E36199","인텔리전트","","level5","2"
"A2","기아","B38","K5","C2635","뉴 신형K5","(18 ~ 19년)","D17850","2.0 가솔린","","E36201","프레스티지","","level5","3"
"A2","기아","B37","K3","C2646","올 뉴K3","(18 ~ 21년)","D17878","1.6 가솔린","","E36275","노블레스","","level5","4"
"A2","기아","B37","K3","C2646","올 뉴K3","(18 ~ 21년)","D17878","1.6 가솔린","","E36273","럭셔리","","level5","6"
"A2","기아","B37","K3","C2646","올 뉴K3","(18 ~ 21년)","D17878","1.6 가솔린","","E40159","시그니처","","level5","1"
"A2","기아","B37","K3","C2646","올 뉴K3","(18 ~ 21년)","D17878","1.6 가솔린","","E36272","트렌디","","level5","6"
"A2","기아","B37","K3","C2646","올 뉴K3","(18 ~ 21년)","D17878","1.6 가솔린","","E36274","프레스티지","","level5","7"
"A2","기아","B64","카니발","C2656","더 뉴카니발(YP)","(18 ~ 20년)","D17914","9인승 디젤","","E36330","노블레스","","level5","6"
"A2","기아","B64","카니발","C2656","더 뉴카니발(YP)","(18 ~ 20년)","D17914","9인승 디젤","","E36331","노블레스 스페셜","","level5","8"
"A2","기아","B64","카니발","C2656","더 뉴카니발(YP)","(18 ~ 20년)","D17914","9인승 디젤","","E36328","럭셔리","","level5","7"
"A2","기아","B64","카니발","C2656","더 뉴카니발(YP)","(18 ~ 20년)","D17914","9인승 디젤","","E36329","프레스티지","","level5","9"
"A2","기아","B64","카니발","C2656","더 뉴카니발(YP)","(18 ~ 20년)","D17915","9인승 가솔린","","E36333","노블레스 스페셜","","level5","1"
"A2","기아","B64","카니발","C2656","더 뉴카니발(YP)","(18 ~ 20년)","D17915","9인승 가솔린","","E39544","프레스티지","","level5","1"
"A2","기아","B64","카니발","C2656","더 뉴카니발(YP)","(18 ~ 20년)","D17916","11인승 디젤","","E36334","디럭스","","level5","2"
"A2","기아","B64","카니발","C2656","더 뉴카니발(YP)","(18 ~ 20년)","D17916","11인승 디젤","","E36335","프레스티지","","level5","1"
"A2","기아","B64","카니발","C2656","더 뉴카니발(YP)","(18 ~ 20년)","D17917","리무진 7인승 디젤","","E36336","VIP","","level5","3"
"A2","기아","B64","카니발","C2656","더 뉴카니발(YP)","(18 ~ 20년)","D17917","리무진 7인승 디젤","","E36337","프레지던트","","level5","4"
"A2","기아","B64","카니발","C2656","더 뉴카니발(YP)","(18 ~ 20년)","D17918","리무진 7인승 가솔린","","E36338","프레지던트","","level5","2"
"A2","기아","B42","레이","C2630","더 뉴레이","(17 ~ 22년)","D17935","1.0 LPi","","E36376","프레스티지","","level5","1"
"A2","기아","B40","K9","C2657","더 K9(RJ)","(18 ~ 21년)","D17937","3.8 GDI","","E36379","플래티넘Ⅰ","","level5","1"
"A2","기아","B40","K9","C2657","더 K9(RJ)","(18 ~ 21년)","D17937","3.8 GDI","","E36380","플래티넘Ⅱ","","level5","3"
"A2","기아","B40","K9","C2657","더 K9(RJ)","(18 ~ 21년)","D17938","3.8 GDI AWD","","E36384","그랜드플래티넘","","level5","3"
"A2","기아","B40","K9","C2657","더 K9(RJ)","(18 ~ 21년)","D17938","3.8 GDI AWD","","E40138","베스트셀렉션Ⅰ","","level5","3"
"A2","기아","B40","K9","C2657","더 K9(RJ)","(18 ~ 21년)","D17938","3.8 GDI AWD","","E36383","플래티넘Ⅱ","","level5","8"
"A2","기아","B40","K9","C2657","더 K9(RJ)","(18 ~ 21년)","D17938","3.8 GDI AWD","","E36381","플래티넘Ⅲ","","level5","6"
"A2","기아","B40","K9","C2657","더 K9(RJ)","(18 ~ 21년)","D17940","3.3 터보 AWD","","E36388","그랜드마스터즈","","level5","1"
"A2","기아","B40","K9","C2657","더 K9(RJ)","(18 ~ 21년)","D17940","3.3 터보 AWD","","E36386","마스터즈Ⅱ","","level5","1"
"A2","기아","B40","K9","C2657","더 K9(RJ)","(18 ~ 21년)","D17940","3.3 터보 AWD","","E40143","베스트셀렉션Ⅱ","","level5","1"
"A2","기아","B64","카니발","C2656","더 뉴카니발(YP)","(18 ~ 20년)","D17993","하이리무진 9인승 디젤","","E36537","노블레스 스페셜","","level5","4"
"A2","기아","B64","카니발","C2656","더 뉴카니발(YP)","(18 ~ 20년)","D17994","하이리무진 9인승 가솔린","","E36538","노블레스 스페셜","","level5","4"
"A2","기아","B64","카니발","C2656","더 뉴카니발(YP)","(18 ~ 20년)","D17995","하이리무진 7인승 디젤","","E36540","프레지던트","","level5","3"
"A2","기아","B64","카니발","C2656","더 뉴카니발(YP)","(18 ~ 20년)","D17996","하이리무진 7인승 가솔린","","E36541","프레지던트","","level5","1"
"A2","기아","B54","스포티지","C2689","스포티지 더 볼드","(18 ~ 21년)","D18009","R2.0 디젤 2WD","","E36562","노블레스","","level5","1"
"A2","기아","B54","스포티지","C2689","스포티지 더 볼드","(18 ~ 21년)","D18009","R2.0 디젤 2WD","","E36560","럭셔리","","level5","1"
"A2","기아","B54","스포티지","C2689","스포티지 더 볼드","(18 ~ 21년)","D18009","R2.0 디젤 2WD","","E39453","시그니처","","level5","2"
"A2","기아","B54","스포티지","C2689","스포티지 더 볼드","(18 ~ 21년)","D18009","R2.0 디젤 2WD","","E41073","시그니처 그래비티","","level5","1"
"A2","기아","B54","스포티지","C2689","스포티지 더 볼드","(18 ~ 21년)","D18009","R2.0 디젤 2WD","","E36563","인텔리전트","","level5","1"
"A2","기아","B54","스포티지","C2689","스포티지 더 볼드","(18 ~ 21년)","D18009","R2.0 디젤 2WD","","E39449","트렌디","","level5","2"
"A2","기아","B54","스포티지","C2689","스포티지 더 볼드","(18 ~ 21년)","D18009","R2.0 디젤 2WD","","E36561","프레스티지","","level5","6"
"A2","기아","B54","스포티지","C2689","스포티지 더 볼드","(18 ~ 21년)","D18011","1.6 디젤 2WD","","E36570","노블레스","","level5","1"
"A2","기아","B54","스포티지","C2689","스포티지 더 볼드","(18 ~ 21년)","D18011","1.6 디젤 2WD","","E36568","럭셔리","","level5","2"
"A2","기아","B54","스포티지","C2689","스포티지 더 볼드","(18 ~ 21년)","D18011","1.6 디젤 2WD","","E36571","인텔리전트","","level5","1"
"A2","기아","B54","스포티지","C2689","스포티지 더 볼드","(18 ~ 21년)","D18011","1.6 디젤 2WD","","E39452","트렌디","","level5","1"
"A2","기아","B54","스포티지","C2689","스포티지 더 볼드","(18 ~ 21년)","D18011","1.6 디젤 2WD","","E36569","프레스티지","","level5","4"
"A2","기아","B54","스포티지","C2689","스포티지 더 볼드","(18 ~ 21년)","D18013","2.0 가솔린","","E36579","인텔리전트","","level5","1"
"A2","기아","B54","스포티지","C2689","스포티지 더 볼드","(18 ~ 21년)","D18013","2.0 가솔린","","E36577","프레스티지","","level5","1"
